Model design id,Date of installation,Departure - DAS ID,Expected service life,Additional information,Access code,Location text,Colour,End chainage,End date,Manufacturer,Owner of inventory item,Product name/id,Arup reference ID
MPSB-347,19/11/2020,,,,75/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM05
MPSB-348,11/03/2021,,,,75/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM06
MPSB-349,11/03/2021,,,,75/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM07
MPSB-350,10/03/2021,,,,75/3,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM08
MPSB-351,19/11/2020,,,,75/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM09
MPSB-352,08/01/2021,,,,75/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM10
MPSB-353,25/01/2021,,,,75/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM11
MPSB-354,08/01/2021,,,,74/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM12
MPSB-356,19/11/2020,,,,74/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM13
MPSB-357,19/11/2020,,,,74/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM14
MPSB-358,27/01/2021,,,,74/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM15
MPSB-359,19/11/2020,,,,74/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM16
MPSB-360,27/01/2021,,,,74/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM17
MPSB-361,10/03/2021,,,,74/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM18
MPSB-362,19/11/2020,,,,74/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM19
MPSB-363,08/01/2021,,,,74/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM20
MPSB-364,19/11/2020,,,,73/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM21
MPSB-365,19/11/2020,,,,73/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM22
MPSB-366,10/03/2021,,,,73/7,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM23
MPSB-367,19/11/2020,,,,73/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM24
MPSB-368,08/01/2021,,,,73/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM25
MPSB-369,10/03/2021,,,,73/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM26
MPSB-370,19/11/2020,,,,73/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM27
MPSB-371,19/11/2020,,,,73/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM28
MPSB-372,,,,,73/1,,BLUE,,,,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM29
MPSB-373,,,,,73/0,,BLUE,,,,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM30
MPSB-374,,,,,72/9,,BLUE,,,,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM31
MPSB-375,,,,,72/8,,BLUE,,,,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-J13-SB-RMP-RFM-RFM32
MPNB-144,21/01/2022,,,,87/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM01
MPNB-145,21/01/2022,,,,87/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM02
MPNB-146,21/01/2022,,,,87/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM03
MPNB-147,21/01/2022,,,,87/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM04
MPNB-148,21/01/2022,,,,87/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM05
MPNB-149,21/01/2022,,,,87/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM06
MPNB-150,21/01/2022,,,,87/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM07
MPNB-151,08/03/2022,,,,87/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM08
MPNB-152,08/03/2022,,,,87/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM09
MPNB-153,21/01/2022,,,,87/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM10
MPNB-154,21/01/2022,,,,88/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM11
MPNB-155,21/01/2022,,,,88/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM12
MPNB-156,08/11/2021,,,,88/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM13
MPNB-157,08/11/2021,,,,88/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM14
MPNB-158,08/03/2022,,,,88/4,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM15
MPNB-159,08/03/2022,,,,88/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,IT_SM:IT_SM-M:M1-LK02-NB-RMP-RFM-RFM16
