Model design id,Date of installation,Departure - DAS ID,Expected service life,Additional information,Access code,Location text,Colour,End chainage,End date,Manufacturer,Owner of inventory item,Product name/id,Section,Start chainage,Start date,Easting,Cross section position,Northing,Current maintenance contract,Currently maintained by,Supplier external reference id,System id,Civil 3D element id,Arup reference ID
MPNB-272,30/06/2022,,,,99/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475621.629,,254720.213,,,,,567977,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM11
MPNB-273,30/06/2022,,,,99/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475541.416,,254784.22,,,,,567974,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM12
MPNB-274,30/06/2022,,,,100/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475456.763,,254863.224,,,,,567971,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM13
MPNB-275,30/06/2022,,,,100/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475382.188,,254908.626,,,,,567968,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM14
MPNB-276,30/06/2022,,,,100/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475300.092,,254987.546,,,,,567965,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM15
MPNB-277,30/06/2022,,,,100/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475229.42,,255052.371,,,,,567962,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM16
MPNB-278,30/06/2022,,,,100/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475169.188,,255107.527,,,,,567959,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM17
MPNB-279,30/06/2022,,,,100/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475082.678,,255191.443,,,,,567956,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM18
MPNB-280,30/06/2022,,,,100/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,475008.086,,255267.275,,,,,567953,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM19
MPNB-281,30/06/2022,,,,100/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474946.921,,255334.13,,,,,567950,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM20
MPNB-282,30/06/2022,,,,100/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474876.429,,255409.035,,,,,567947,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM21
MPNB-283,30/09/2022,,,,100/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474807.486,,255482.311,,,,,567944,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM22
MPNB-284,30/09/2022,,,,101/0,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474748.788,,255539.053,,,,,567941,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM23
MPNB-285,30/09/2022,,,,101/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474669.588,,255627.882,,,,,567938,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM24
MPNB-286,30/09/2022,,,,101/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474598.253,,255703.563,,,,,567935,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM25
MPNB-287,30/09/2022,,,,101/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474530.887,,255774.802,,,,,567932,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM26
MPNB-288,30/09/2022,,,,101/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474457.485,,255852.536,,,,,567926,IT_SM:IT_SM-M:M1-J15-NB-RMP-RFM-RFM27
MPNB-289,30/09/2022,,,,101/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474392.289,,255921.052,,,,,568709,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM01
MPNB-290,30/09/2022,,,,101/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474323.705,,255994.262,,,,,568706,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM02
MPNB-291,30/09/2022,,,,101/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474253.802,,256067.839,,,,,568701,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM03
MPNB-292,30/09/2022,,,,101/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474185.498,,256139.236,,,,,568698,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM04
MPNB-293,30/09/2022,,,,101/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474113.891,,256213.277,,,,,568695,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM05
MPNB-294,30/06/2022,,,,102/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,474045.584,,256280.315,,,,,568692,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM06
MPNB-295,30/06/2022,,,,102/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473968.554,,256351.259,,,,,568689,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM07
MPNB-296,30/06/2022,,,,102/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473892.665,,256417.532,,,,,568686,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM08
MPNB-297,30/06/2022,,,,102/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473816.804,,256480.442,,,,,568683,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM09
MPNB-298,30/06/2022,,,,102/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473737.97,,256541.876,,,,,568680,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM10
MPNB-299,30/06/2022,,,,102/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473659.364,,256601.188,,,,,568677,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM11
MPNB-300,30/06/2022,,,,102/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473574.805,,256659.028,,,,,568674,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM12
MPNB-301,30/06/2022,,,,102/7,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473494.664,,256715.36,,,,,568671,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM13
MPNB-302,30/06/2022,,,,102/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473410.746,,256771.665,,,,,568668,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM14
MPNB-303,31/10/2023,,,,102/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473321.891,,256826.627,,,,,568665,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM15
MPNB-304,30/06/2022,,,,103/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473240.754,,256874.963,,,,,568662,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM16
MPNB-305,30/06/2022,,,,103/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473157.385,,256923.626,,,,,568659,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM17
MPNB-306,30/06/2022,,,,103/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,473070.463,,256970.879,,,,,568656,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM18
MPNB-307,30/06/2022,,,,103/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472980.832,,257017.245,,,,,568653,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM19
MPNB-308,30/06/2022,,,,103/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472889.426,,257062.174,,,,,568650,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM20
MPNB-309,30/06/2022,,,,103/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472796.957,,257105.144,,,,,568647,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM21
MPNB-310,30/06/2022,,,,103/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472707.114,,257143.265,,,,,568644,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM22
MPNB-311,30/06/2022,,,,103/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472612.508,,257178.507,,,,,568641,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM23
MPNB-312,30/06/2022,,,,103/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472517.677,,257209.38,,,,,568638,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM24
MPNB-313,30/06/2022,,,,103/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472417.798,,257257.349,,,,,568635,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM25
MPNB-314,30/06/2022,,,,104/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472331.23,,257288.135,,,,,568632,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM26
MPNB-315,30/06/2022,,,,104/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472235.779,,257323.777,,,,,568629,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM27
MPNB-316,30/06/2022,,,,104/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472141.398,,257361.49,,,,,568626,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM28
MPNB-317,30/06/2022,,,,104/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,472047.994,,257401.28,,,,,568623,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM29
MPNB-318,15/07/2022,,,,104/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471949.422,,257433.278,,,,,568620,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM30
MPNB-319,15/07/2022,,,,104/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471867.792,,257481.587,,,,,568617,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM31
MPNB-320,15/07/2022,,,,104/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471774.221,,257531.199,,,,,568614,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM32
MPNB-321,15/07/2022,,,,104/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471684.358,,257580.065,,,,,568611,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM33
MPNB-322,15/07/2022,,,,104/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471600.67,,257627.922,,,,,568608,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM34
MPNB-323,15/07/2022,,,,104/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471510.642,,257680.6,,,,,568605,IT_SM:IT_SM-M:M1-J15A-NB-RMP-RFM-RFM35
MPNB-324,15/07/2022,,,,105/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471427.856,,257732.906,,,,,567360,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM01
MPNB-325,15/07/2022,,,,105/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471341.775,,257789.007,,,,,567357,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM02
MPNB-326,15/07/2022,,,,105/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471258.263,,257845.108,,,,,567354,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM03
MPNB-327,15/07/2022,,,,105/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471173.706,,257902.597,,,,,567351,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM04
MPNB-328,15/07/2022,,,,105/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471088.554,,257960.378,,,,,567348,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM05
MPNB-329,15/07/2022,,,,105/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,471007.498,,258015.165,,,,,567345,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM06
MPNB-330,15/07/2022,,,,105/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470936.343,,258063.279,,,,,567342,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM07
MPNB-331,15/07/2022,,,,105/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470848.415,,258122.33,,,,,567339,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM08
MPNB-332,21/07/2022,,,,105/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470762.58,,258180.412,,,,,567336,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM09
MPNB-333,21/07/2022,,,,105/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470673.193,,258236.181,,,,,567333,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM10
MPNB-334,21/07/2022,,,,106/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470592.115,,258295.231,,,,,567330,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM11
MPNB-335,21/07/2022,,,,106/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470509.458,,258348.337,,,,,567327,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM12
MPNB-336,21/07/2022,,,,106/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470422.89,,258400.832,,,,,567324,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM13
MPNB-337,21/07/2022,,,,106/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470337.918,,258450.404,,,,,567321,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM14
MPNB-338,21/07/2022,,,,106/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470250.622,,258498.587,,,,,567318,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM15
MPNB-339,21/07/2022,,,,106/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470159.376,,258546.459,,,,,567315,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM16
MPNB-340,21/07/2022,,,,106/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,470068.935,,258591.922,,,,,567312,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM17
MPNB-341,21/07/2022,,,,106/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469986.159,,258630.843,,,,,567309,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM18
MPNB-342,21/07/2022,,,,106/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469887.435,,258674.946,,,,,567306,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM19
MPNB-343,21/07/2022,,,,106/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469797.847,,258712.447,,,,,567303,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM20
MPNB-344,21/07/2022,,,,107/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469700.388,,258751.184,,,,,567300,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM21
MPNB-345,21/07/2022,,,,107/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469608.175,,258785.396,,,,,567297,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM22
MPNB-346,21/07/2022,,,,107/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469515.57,,258817.501,,,,,567294,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM23
MPNB-347,21/07/2022,,,,107/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469419.918,,258849.739,,,,,567291,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM24
MPNB-348,21/07/2022,,,,107/4,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469314.514,,258884.856,,,,,571575,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM25
MPNB-349,21/07/2022,,,,107/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469229.342,,258908.69,,,,,567285,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM26
MPNB-350,21/07/2022,,,,107/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469132.347,,258945.668,,,,,567282,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM27
MPNB-351,21/07/2022,,,,107/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,469035.681,,258978.058,,,,,567279,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM28
MPNB-352,21/07/2022,,,,107/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468943.11,,259009.005,,,,,567276,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM29
MPNB-353,21/07/2022,,,,107/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468845.252,,259041.75,,,,,567273,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM30
MPNB-354,21/07/2022,,,,108/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468751.383,,259073.167,,,,,567270,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM31
MPNB-355,21/07/2022,,,,108/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468657.054,,259104.887,,,,,567267,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM32
MPNB-356,21/07/2022,,,,108/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468557.689,,259133.601,,,,,567264,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM33
MPNB-357,21/07/2022,,,,108/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468469.764,,259166.428,,,,,567261,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM34
MPNB-358,30/07/2022,,,,108/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468350.533,,259206.442,,,,,567258,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM35
MPNB-359,30/07/2022,,,,108/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468273.866,,259232.946,,,,,567255,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM36
MPNB-360,30/07/2022,,,,108/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468186.673,,259262.172,,,,,567252,IT_SM:IT_SM-M:M1-LK03-NB-RMP-RFM-RFM37
MPNB-361,30/07/2022,,,,108/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468087.448,,259294.188,,,,,760136,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM01
MPNB-362,30/07/2022,,,,108/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467994.36,,259326.517,,,,,760133,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM02
MPNB-363,30/07/2022,,,,108/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467903.333,,259356.939,,,,,760130,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM03
MPNB-364,30/07/2022,,,,109/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467810.07,,259384.737,,,,,760127,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM04
MPNB-365,30/07/2022,,,,109/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467712.14,,259413.255,,,,,760124,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM05
MPNB-366,30/07/2022,,,,109/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467613.802,,259441.084,,,,,760121,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM06
MPNB-367,30/07/2022,,,,109/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467516.377,,259486.339,,,,,760118,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM07
MPNB-368,30/07/2022,,,,109/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467430.321,,259514.849,,,,,760115,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM08
MPNB-369,30/07/2022,,,,109/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467330.853,,259547.985,,,,,760112,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM09
MPNB-370,30/07/2022,,,,109/6,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467221.637,,259584.494,,,,,768737,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM10
MPNB-371,30/07/2022,,,,109/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467140.746,,259611.564,,,,,760106,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM11
MPNB-372,30/07/2022,,,,109/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467048.874,,259642.194,,,,,760103,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM12
MPNB-373,,,,,109/9,,BLUE,,,,,DISTANCE MARKER POST,,,,466940.98,,259668.89,,,,,760100,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM13
MPNB-374,,,,,110/0,,BLUE,,,,,DISTANCE MARKER POST,,,,466849.64,,259706.96,,,,,760097,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM14
MPNB-375,,,,,110/1,,BLUE,,,,,DISTANCE MARKER POST,,,,466756.57,,259740.79,,,,,760094,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM15
MPNB-376,31/10/2023,,,,110/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,466666.431,,259778.192,,,,,760091,IT_SM:IT_SM-M:M1-J16-NB-RMP-RFM-RFM16
MPSB-1,,,,,110/2,,OTHER,,,,,DISTANCE MARKER POST,,,,466679.55,,259812.63,,,,,759378,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM01
MPSB-2,,,,,110/1,,BLUE,,,,,DISTANCE MARKER POST,,,,466771.77,,259780.31,,,,,760044,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM02
MPSB-3,,,,,110/0,,BLUE,,,,,DISTANCE MARKER POST,,,,466868.11,,259747.23,,,,,760047,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM03
MPSB-4,,,,,109/9,,BLUE,,,,,DISTANCE MARKER POST,,,,466960.33,,259719.31,,,,,760050,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM04
MPSB-5,30/05/2022,,,,109/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467060.213,,259674.956,,,,,760055,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM05
MPSB-6,30/05/2022,,,,109/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467153.546,,259643.475,,,,,760058,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM06
MPSB-7,30/05/2022,,,,109/6,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467237.229,,259615.328,,,,,768698,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM07
MPSB-8,30/05/2022,,,,109/5,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467337.017,,259581.713,,,,,762246,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM08
MPSB-9,30/05/2022,,,,109/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467440.525,,259551.286,,,,,760067,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM09
MPSB-10,30/05/2022,,,,109/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467527.228,,259517.939,,,,,760070,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM10
MPSB-11,30/08/2022,,,,109/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467620.633,,259486.631,,,,,760073,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM11
MPSB-12,30/08/2022,,,,109/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467719.946,,259461.361,,,,,760076,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM12
MPSB-13,30/08/2022,,,,109/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467813.133,,259425.507,,,,,760079,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM13
MPSB-14,30/08/2022,,,,108/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467909.161,,259391.466,,,,,760082,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM14
MPSB-15,30/08/2022,,,,108/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,467997.75,,259360.542,,,,,760085,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM15
MPSB-16,30/08/2022,,,,108/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468098.311,,259327.606,,,,,760088,IT_SM:IT_SM-M:M1-J16-SB-RMP-RFM-RFM16
MPSB-17,30/08/2022,,,,108/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468187.127,,259297.378,,,,,567363,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM01
MPSB-18,30/08/2022,,,,108/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468289.369,,259262.896,,,,,567366,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM02
MPSB-19,30/08/2022,,,,108/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468380.445,,259232.72,,,,,567369,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM03
MPSB-20,,,,,108/3,,BLUE,,,,,DISTANCE MARKER POST,,,,468485.64,,259199.79,,,,,567372,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM04
MPSB-21,30/08/2022,,,,108/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468580.337,,259169.891,,,,,567375,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM05
MPSB-22,30/08/2022,,,,108/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,468669.593,,259137.563,,,,,567378,IT_SM:IT_SM-M:M1-LK03-SB-RMP-RFM-RFM06
