Model design id,Date of installation,Departure - DAS ID,Expected service life,Additional information,Access code,Location text,Colour,End chainage,End date,Manufacturer,Owner of inventory item,Product name/id,Section,Start chainage,Start date,Easting,Cross section position,Northing,Current maintenance contract,Currently maintained by,Supplier external reference id,System id,Civil 3D element id,Arup reference ID
MPNB-1,,,,,72/7,,BLUE,,,,,DISTANCE MARKER POST,,,,495988.028,,237333.712,,,,,654276,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM01
MPNB-2,,,,,72/8,,BLUE,,,,,DISTANCE MARKER POST,,,,495889.383,,237370.574,,,,,654273,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM02
MPNB-3,,,,,72/9,,BLUE,,,,,DISTANCE MARKER POST,,,,495778.241,,237413.662,,,,,654270,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM03
MPNB-4,,,,,73/0,,BLUE,,,,,DISTANCE MARKER POST,,,,495690.322,,237445.679,,,,,654266,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM04
MPNB-5,,,,,73/1,,BLUE,,,,,DISTANCE MARKER POST,,,,495603.154,,237466.622,,,,,654263,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM05
MPNB-6,19/01/2021,,,,73/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,495514.802,,237507.405,,,,,654260,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM06
MPNB-7,17/11/2020,,,,73/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,495416.349,,237547.367,,,,,654257,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM07
MPNB-8,24/02/2021,,,,73/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,495324.48,,237585.262,,,,,654254,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM08
MPNB-9,16/11/2020,,,,73/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,495230.453,,237623.116,,,,,654251,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM09
MPNB-10,16/11/2020,,,,73/6,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,495138.21,,237658.121,,,,,656236,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM10
MPNB-11,16/11/2020,,,,73/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,495044.368,,237693.277,,,,,654245,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM11
MPNB-12,17/11/2020,,,,73/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,494953.329,,237728.535,,,,,654242,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM12
MPNB-13,24/02/2021,,,,73/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,494861.762,,237763.346,,,,,654239,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM13
MPNB-14,16/11/2020,,,,74/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,494767.66,,237799.385,,,,,654236,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM14
MPNB-15,17/11/2020,,,,74/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,494673.313,,237835.359,,,,,654233,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM15
MPNB-16,12/01/2021,,,,74/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,494582.751,,237869.847,,,,,654230,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM16
MPNB-17,12/01/2021,,,,74/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,494489.313,,237905.479,,,,,654227,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM17
MPNB-18,17/11/2020,,,,74/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,494398.744,,237940.017,,,,,654224,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM18
MPNB-19,12/01/2021,,,,74/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,494299.686,,237977.711,,,,,654221,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM19
MPNB-20,20/01/2021,,,,74/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,494204.551,,238009.013,,,,,654218,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM20
MPNB-21,17/11/2020,,,,74/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,494112.021,,238049.046,,,,,654215,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM21
MPNB-22,16/11/2020,,,,74/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,494019.833,,238084.075,,,,,654212,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM22
MPNB-23,24/02/2021,,,,74/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,493921.152,,238121.884,,,,,654209,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM23
MPNB-24,20/01/2021,,,,75/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,493826.831,,238157.782,,,,,654206,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM24
MPNB-25,19/01/2021,,,,75/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,493735.176,,238192.603,,,,,654203,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM25
MPNB-26,24/02/2021,,,,75/2,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,493648.324,,238226.591,,,,,656239,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM26
MPNB-27,17/11/2020,,,,75/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,493557.609,,238265.242,,,,,654197,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM27
MPNB-28,12/01/2021,,,,75/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,493469.181,,238305.484,,,,,654194,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM28
MPNB-29,17/11/2020,,,,75/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,493382.118,,238347.792,,,,,654191,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM29
MPNB-30,17/11/2020,,,,75/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,493291.553,,238394.658,,,,,654188,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM30
MPNB-31,16/11/2020,,,,75/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,493202.167,,238443.647,,,,,654185,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM31
MPNB-32,12/01/2021,,,,75/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,493113.65,,238496.392,,,,,654182,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM32
MPNB-33,17/11/2020,,,,75/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,493030.16,,238549.239,,,,,654179,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM33
MPNB-34,20/01/2021,,,,76/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,492942.508,,238608.072,,,,,654173,IT_SM:IT_SM-M:M1-J13-NB-RMP-RFM-RFM34
MPNB-35,17/11/2020,,,,76/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,492862.031,,238664.691,,,,,754673,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM01
MPNB-36,16/11/2020,,,,76/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,492777.025,,238720.962,,,,,754670,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM02
MPNB-37,16/11/2020,,,,76/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,492698.097,,238782.811,,,,,754667,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM03
MPNB-38,17/11/2020,,,,76/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,492617.941,,238840.375,,,,,754664,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM04
MPNB-39,17/11/2020,,,,76/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,492536.974,,238898.706,,,,,754661,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM05
MPNB-40,17/11/2020,,,,76/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,492457.228,,238955.967,,,,,754658,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM06
MPNB-41,17/11/2020,,,,76/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,492373.745,,239016.146,,,,,754655,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM07
MPNB-42,17/11/2020,,,,76/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,492293.591,,239073.784,,,,,754652,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM08
MPNB-43,17/11/2020,,,,76/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,492211.998,,239132.541,,,,,754649,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM09
MPNB-44,17/11/2020,,,,77/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,492131.523,,239190.46,,,,,754646,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM10
MPNB-45,17/11/2020,,,,77/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,492048.994,,239249.807,,,,,754643,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM11
MPNB-46,17/11/2020,,,,77/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,491966.169,,239309.374,,,,,754640,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM12
MPNB-47,12/01/2021,,,,77/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,491883.266,,239369.053,,,,,754637,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM13
MPNB-48,18/11/2020,,,,77/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,491800.113,,239428.861,,,,,754634,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM14
MPNB-49,24/02/2021,,,,77/5,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,491717.407,,239487.934,,,,,755008,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM15
MPNB-50,17/11/2020,,,,77/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,491636.207,,239543.969,,,,,754628,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM16
MPNB-51,19/01/2021,,,,77/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,491552.217,,239601.177,,,,,754625,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM17
MPNB-52,17/11/2020,,,,77/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,491464.28,,239657.133,,,,,754622,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM18
MPNB-53,18/11/2020,,,,77/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,491380.759,,239707.507,,,,,754619,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM19
MPNB-54,12/01/2021,,,,78/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,491292.229,,239753.639,,,,,754616,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM20
MPNB-55,12/01/2021,,,,78/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,491204.485,,239806.196,,,,,754611,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM21
MPNB-56,19/11/2020,,,,78/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,491119.128,,239849.864,,,,,754608,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM22
MPNB-57,12/01/2021,,,,78/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,491022.242,,239897.719,,,,,754605,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM23
MPNB-58,18/11/2020,,,,78/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,490935.974,,239939.557,,,,,754602,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM24
MPNB-59,19/01/2021,,,,78/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,490846.9,,239983.024,,,,,754599,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM25
MPNB-60,18/11/2020,,,,78/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,490756.313,,240026.941,,,,,754596,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM26
MPNB-61,18/11/2020,,,,78/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,490664.203,,240071.825,,,,,754593,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM27
MPNB-62,19/01/2021,,,,78/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,490580.503,,240112.408,,,,,754590,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM28
MPNB-63,24/02/2021,,,,78/9,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,490488.369,,240156.984,,,,,755005,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM29
MPNB-64,19/01/2021,,,,79/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,490395.874,,240202.325,,,,,754584,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM30
MPNB-65,19/01/2021,,,,79/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,490306.067,,240246.299,,,,,754581,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM31
MPNB-66,19/01/2021,,,,79/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,490220.229,,240288.264,,,,,754578,IT_SM:IT_SM-M:M1-LK01-NB-RMP-RFM-RFM32
MPNB-67,25/01/2021,,,,79/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,490128.267,,240332.714,,,,,574964,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM01
MPNB-68,10/03/2021,,,,79/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,490039.779,,240375.705,,,,,574961,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM02
MPNB-69,10/03/2021,,,,79/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,489948.83,,240418.947,,,,,574958,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM03
MPNB-70,10/03/2021,,,,79/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,489856.191,,240461.563,,,,,574955,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM04
MPNB-71,10/03/2021,,,,79/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,489764.561,,240504.756,,,,,574952,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM05
MPNB-72,05/08/2021,,,,79/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,489670.583,,240549.308,,,,,574949,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM06
MPNB-73,05/08/2021,,,,79/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,489579.474,,240594.405,,,,,574946,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM07
MPNB-74,04/08/2021,,,,80/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,489480.446,,240643.291,,,,,574943,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM08
MPNB-75,25/08/2021,,,,80/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,489405.382,,240700.244,,,,,574940,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM09
MPNB-76,25/08/2021,,,,80/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,489313.14,,240757.04,,,,,574937,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM10
MPNB-77,19/11/2020,,,,80/3,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,489231.54,,240810.902,,,,,762241,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM11
MPNB-78,26/08/2021,,,,80/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,489150.69,,240864.98,,,,,574931,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM12
MPNB-79,04/08/2021,,,,80/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,489064.854,,240920.955,,,,,574928,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM13
MPNB-80,25/08/2021,,,,80/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,488973.106,,240969.129,,,,,574925,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM14
MPNB-81,09/03/2021,,,,80/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,488896.564,,241028.652,,,,,574922,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM15
MPNB-82,25/08/2021,,,,80/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,488816.302,,241086.468,,,,,574919,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM16
MPNB-83,11/05/2021,,,,80/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,488740.307,,241138.101,,,,,574916,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM17
MPNB-84,11/05/2021,,,,81/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,488666.324,,241192.834,,,,,574913,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM18
MPNB-85,04/08/2021,,,,81/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,488581.173,,241250.096,,,,,574910,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM19
MPNB-86,11/05/2021,,,,81/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,488494.105,,241308.792,,,,,574907,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM20
MPNB-87,19/11/2020,,,,81/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,488406.944,,241367.301,,,,,574904,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM21
MPNB-88,11/05/2021,,,,81/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,488321.355,,241424.576,,,,,574901,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM22
MPNB-89,25/08/2021,,,,81/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,488238.339,,241479.809,,,,,574898,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM23
MPNB-90,19/11/2020,,,,81/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,488152.83,,241538.774,,,,,574895,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM24
MPNB-91,04/08/2021,,,,81/7,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,488070.916,,241597.807,,,,,763740,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM25
MPNB-92,11/05/2021,,,,81/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,487994.884,,241655.867,,,,,574889,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM26
MPNB-93,11/05/2021,,,,81/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,487916.399,,241719.167,,,,,574886,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM27
MPNB-94,19/11/2020,,,,82/0,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,487839.458,,241781.115,,,,,763715,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM28
MPNB-95,19/11/2020,,,,82/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,487757.238,,241849.157,,,,,574880,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM29
MPNB-96,19/11/2020,,,,82/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,487682.357,,241911.501,,,,,574877,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM30
MPNB-97,19/11/2020,,,,82/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,487606.581,,241973.586,,,,,574874,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM31
MPNB-98,19/11/2020,,,,82/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,487528.687,,242037.446,,,,,574871,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM32
MPNB-99,11/05/2021,,,,82/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,487451.915,,242099.846,,,,,574868,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM33
MPNB-100,19/11/2020,,,,82/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,487370.821,,242166.864,,,,,574865,IT_SM:IT_SM-M:M1-J14-NB-RMP-RFM-RFM34
MPNB-101,19/11/2020,,,,82/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,487292.737,,242231.391,,,,,651595,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM01
MPNB-102,19/11/2020,,,,82/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,487215.395,,242294.773,,,,,651592,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM02
MPNB-103,11/05/2021,,,,82/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,487139.648,,242356.942,,,,,651589,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM03
MPNB-104,11/05/2021,,,,83/0,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,487063.388,,242420.371,,,,,651928,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM04
MPNB-105,11/05/2021,,,,83/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,486986.014,,242483.379,,,,,651583,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM05
MPNB-106,11/05/2021,,,,83/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,486907.25,,242548.025,,,,,651580,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM06
MPNB-107,11/05/2021,,,,83/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,486829.059,,242612.238,,,,,651577,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM07
MPNB-108,11/05/2021,,,,83/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,486752.78,,242674.926,,,,,651574,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM08
MPNB-109,11/05/2021,,,,83/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,486676.372,,242738.786,,,,,651571,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM09
MPNB-110,11/05/2021,,,,83/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,486602.067,,242803.69,,,,,651568,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM10
MPNB-111,11/05/2021,,,,83/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,486528.595,,242870.12,,,,,651565,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM11
MPNB-112,11/05/2021,,,,83/8,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,486453.309,,242938.316,,,,,651562,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM12
MPNB-113,12/05/2021,,,,83/9,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,486380.498,,243004.131,,,,,651931,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM13
MPNB-114,12/05/2021,,,,84/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,486304.74,,243073.044,,,,,651556,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM14
MPNB-115,12/05/2021,,,,84/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,486231.122,,243139.872,,,,,651551,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM15
MPNB-116,12/05/2021,,,,84/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,486155.746,,243207.984,,,,,651548,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM16
MPNB-117,12/05/2021,,,,84/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,486083.723,,243269.995,,,,,651545,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM17
MPNB-118,12/05/2021,,,,84/4,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,486003.461,,243337.526,,,,,651542,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM18
MPNB-119,08/11/2021,,,,84/5,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,485933.037,,243408.807,,,,,651539,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM19
MPNB-120,08/11/2021,,,,84/6,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,485863.645,,243473.489,,,,,651536,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM20
MPNB-121,22/05/2022,,,,84/7,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,485792.289,,243547.635,,,,,651533,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM21
MPNB-122,22/05/2022,,,,84/8,,OTHER,,,BLAKEDALE,,DISTANCE MARKER POST,,,,485717.128,,243630.956,,,,,651934,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM22
MPNB-123,22/05/2022,,,,84/9,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,485662.528,,243704.753,,,,,651527,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM23
MPNB-124,08/11/2021,,,,85/0,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,485609.71,,243783.455,,,,,651524,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM24
MPNB-125,08/11/2021,,,,85/1,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,485562.124,,243870.37,,,,,651521,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM25
MPNB-126,08/11/2021,,,,85/2,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,485510.911,,243960.939,,,,,651516,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM26
MPNB-127,08/11/2021,,,,85/3,,BLUE,,,BLAKEDALE,,DISTANCE MARKER POST,,,,485463.016,,244046.396,,,,,651513,IT_SM:IT_SM-M:M1-SER-NB-RMP-RFM-RFM27
